source_platform,original_job_id,job_title,original_job_title,company_name,min_salary,max_salary,is_negotiable,experience_years,job_url,skill_name,raw_job_description
Yes123,20170929105150_15319335,機電技師／工程師,【桃園大園廠_工務課】電氣工程師(無經驗可),新東陽股份有限公司,40000,40000,1,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20170929105150_15319335&job_id=20250422085314_42964538,,"1.生產設備自動化之改善與執行
2.機電設備設備之維護改善
3.電力設備及公用設備巡檢維護與保養
4.完成主管交辦事項"
Yes123,20240226170920_72086471,太陽能技術工程師,太陽能維運工程師(關係企業代徵),樂晴電能有限公司,35000,40000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20240226170920_72086471&job_id=20240430150609_12794289,,"1. 太陽能設備日常檢測、巡檢維護。
2. 電廠維運記錄，製作相關維護報表。
3. 監控電廠狀態，緊急維修、異常排除。
4. 處理案場整修工程。
5. 協調工程相關事務。
6. 其他主管交辦事項"
Yes123,20120118145915_13117355,機械設計／繪圖人員,"機械設計工程師(外縣市可供宿,詳情面議）",寶旺機械股份有限公司,40000,40000,1,1,https://www.yes123.com.tw/wk_index/job.asp?p_id=20120118145915_13117355&job_id=20220824154944_4761890,"Excel,SolidWorks","大專以上機械本科系畢業
對機械設計有經驗或有性趣者佳,無經驗可

1.需熟練辦公室軟體操作WORD, EXCEL, POWERPOINT, OUTLOOK

2.須具備機械設計圖學基礎

3.需熟練2DAUTOCAD機械械給圖軟體和3D 機械圖軟體INVENTOR 或SOLIDWORKS

4.具有以下經驗者優先錄用;有機械傳動設計經驗者,有機械組立經驗者,有機械設
備規劃經驗者,有機械金屬加工經驗者。"
Yes123,c20231004090505_5592767,產品企劃／開發,DB13/新北土城/開發工程師/40K/週休二日,展創企業有限公司,40000,48000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=c20231004090505_5592767&job_id=20260108105332_16192789,,"🎈務必先投履歷，預約後才能安排面試，勿自行前往🎈


⚡工作內容：
1.規劃、檢討並追蹤開發部品專案時程與日程排定
2.追蹤管理部品開發各階段進度，確保時程與目標達成
3.協助分析開發過程中出現的問題，提出修正對策與改善方案
4.整理提樣資料、編制報告並提交客戶審核
5.依據客戶需求，進行跨部門協作與資料彙整

⚡上班時間/薪資待遇：
08:00-17:00
💸月薪40000元 / 面議
⚡休假制度：週休二日
🎈務必先投履歷，預約後才能安排面試，勿自行前往🎈


✓保障底薪 ✓ 年終獎金 ✓ 三節獎金 ✓ 業績獎金
✓見紅休 ✓ 旅遊補助 ✓ 春酒大賞 ✓ 車馬費補助

 
▶️問職缺直接+LINE好友
【@528hodsk】"
Yes123,20230718135319_45397933,水電工程師,水電工程師(需具備相關工作經驗),利奇水電工程有限公司,40000,55000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20230718135319_45397933&job_id=20251121105426_63509963,,"1.各式建築物內部相關線路設計規劃如廚衛設備、給/排水配管、電器線路、空調工程
2.繪製(套繪)工程藍圖
3.指導監督技術員施工

(需具備相關工作經驗)
--------------------------------
➛本公司為甲級水電承裝業，每天都有工作，每月穩定領薪。
➛依工作能力和工作態度給薪及調薪。
➛肯吃苦、不怕豔陽曬、學習態度佳，積極主動、正常出勤不遲到早退、做事認真負責任。
➛老闆、師傅皆好相處，肯認真學一定願意耐心教導，不會隨便譴責謾罵。
--------------------------------
✶工作地點：大高雄(依據目前工程案所在地移動，以高雄市為主要範圍)
✶工作福利：免費供午餐/飲料/水/團保/勞保/健保/勞退"
Yes123,3988262_11636802,機電技師／工程師,國賓地產-工程處設計部工程師(機電),國賓大飯店股份有限公司,55000,60000,0,3,https://www.yes123.com.tw/wk_index/job.asp?p_id=3988262_11636802&job_id=20251212032511_1523517,,"1.協助專案彙整建築、機電及室內設計相關圖說材料整理歸檔
2.協助專案、設計及施工圖說檢討與繪圖
3.協助專案檢討材料及價值工程
4.協助室內裝修專案項目發包
5.現場施工重點品質檢核及工程管理"
Yes123,3990398_54737750,內業工程師,內業工程師(意者請直接電洽0901255679陳小姐),安信營造有限公司,45000,45000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=3990398_54737750&job_id=20251105182700_40409254,,"1.撰寫施工計畫書
2.工程數量計算
3.管控工程進度
4.工程的發包及採購
5.核對整合標單"
Yes123,20251029163433_77668899,營造土木技師／工程師,土木工程師(📞可直接電洽0923637985),菘井鋼鐵有限公司,35000,42000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20251029163433_77668899&job_id=20251031090827_55012788,,"1.工程規劃與目標管理
2.編列工程預算，並控管成本
3.勘查現場的地形、地質、氣象、水文等狀況
4.土木工程的設計、規劃及建造
5.撰寫施工說明書及施工規範等文件
6.與業主溝通並了解其需求
※歡迎應屆畢業生前來面試！

【薪資可討論】"
Yes123,1757_73663912,生產技術／製程工程師,技術工程師/儲備幹部【不需加班】,駿華開發企業有限公司,32000,50000,0,3,https://www.yes123.com.tw/wk_index/job.asp?p_id=1757_73663912&job_id=20150225170226_18874512,,裝配線流程規劃及改善、模治具安裝、機器設備維護、產品品質及生產效率維護及提升。
Yes123,20090714144815_89262603,生產技術／製程工程師,產品設備維修工程師(電洽:07-7917757),萊康企業股份有限公司,36000,38000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20090714144815_89262603&job_id=20090720152932_1642712,PCB,"公司主要產品:微電腦交通號誌控制器、交通號誌監控系統、LED交通號誌燈與相關交互配合設備。
職位內容:
1.參與設備生產流程實做以及箱體拉釘組裝
2.測試各類設備功能運作與檢修。
3.新製作或故障品PCB電路板檢修。
相關電子設備組裝維修經驗或無經驗但具有積極學習皆可。
未來可以獨立了解電路原理並做PCB檢修,進而確定故障因素提供於研發做改良。
工作中主動學習、態度積極、能夠自我要求精進專業能力與技術，能成為獨當一面的專業人才。"
Yes123,20121120094812_80061160,內業工程師,內業工程師/營造工程(歡迎來電洽詢),鉅陞營造工程有限公司,40000,40000,1,3,https://www.yes123.com.tw/wk_index/job.asp?p_id=20121120094812_80061160&job_id=20251118094851_21547104,,"1.公司工程企劃書、估驗計價等
2.工程進行中相關事宜
3.配合工地現場作業
4.主管交待事宜


具備公共工程相關證照更佳
可年後上班"
Yes123,20100303160828_27898464,電機技師／工程師,電機工程師(保障年薪、另有績效獎金！),釸達精密股份有限公司,40000,40000,1,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20100303160828_27898464&job_id=20260305120214_58820842,,"＜因應公司永續發展，廣納各專業人才中，歡迎有能力的你/妳加入我們的團隊!＞ 

職務說明 ：
1. 從事精密主軸自動控制、配線等工作 
2. 依各項作業標準執行操作與檢驗。 
3. 依製作命令單進行生產作業。 
4. 對各設備執行日常保養。 
5. 製程異常之反應及處理。 
6. 生產產能之日報表填寫。 
7. 製程不良品之重修、全檢等處理。 
8. 製程產品之適當標示。 
9. 生產設備、模具維修及操作說明之製作。 
10. 機器設備之整體規劃及保養計劃之擬定。 

具備條件： 
1.細心、負責、主動積極學習。 
2.觀察力佳、靈活應變、擅溝通協調。 
3.具親和力、配合度高。 
4.具助人與服務熱忱，願意與團隊一起成長進步。"
Yes123,20220328165730_90198073,生產設備工程師,自動化設備工程師-台積電廠區,叡嶸企業有限公司,2100,2300,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20220328165730_90198073&job_id=20251124103020_5673712,,1. 負責自動化設備搬運系統、自動倉儲設備的安裝、調試及操作維護。 2. 執行設備故障排除，進行異常分析及快速解決問題以確保生產順暢。 3. 規劃並執行自動化設備的日常保養與零件更換，確保設備穩定運行。 4. 參與設備升級與技術改造，提升系統性能與生產效率。 5. 協助培訓及指導相關操作人員，確保設備使用安全規範。 6. 定期撰寫維修報告，分析設備運行數據以提供改進建議。 7. 配合加班及輪班需求(夜班津貼每日600元)，確保項目進度達成。 8. 支援新設備導入測試，同時負責現場技術問題的診斷與處理。9.日、夜班每3個月輪一次。
Yes123,20181107112012_13489046,助理工程師,助理工程師/現場監工~台南工業園區,協益工程行,45000,60000,0,1,https://www.yes123.com.tw/wk_index/job.asp?p_id=20181107112012_13489046&job_id=20260210094148_40458244,Excel,"1.現場工進協調，施工品質與安全管理 。
2.配合公司及業主需求，各項文書處理。
3.熟悉施工圖面、管路安裝流程。
4.需熟悉電腦基本文書操作(會EXCEL、Word佳)。

➱須遵守科技廠入廠規範。
➱本職務須配合工程進度加班。
➱可配合工作所需，調派各縣市尤佳。
➱認真負責、誠信正直、主動積極。
➱有做過科技廠者優。
➱有相關工作經驗者佳。

※如果有工程在趕,需配合業主假日加班

享有勞健保、團保、國內/外員旅、年中、年終、加班另計"
Yes123,20180317091211_84669316,機電技師／工程師,機電工程師(具有公共工程經驗者佳),正昇水電工程有限公司,55000,65000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20180317091211_84669316&job_id=20251201121133_34544306,,"1.依施工計畫執行所有工地事務 2.負責指揮並監督現場工作人員，以控制工程的執行進度與施工品質 3.能跟業主、廠商良好溝通能力 4.監控工程規劃與執行,是否遵守安全法規 5.進場材料盤點 6.施工圖繪整 7.驗收工程與結算"
Yes123,7268444_80394060,助理工程師,(新竹S)代招正職 助理工程師 無經驗可,翰伸人力實業有限公司,32000,38400,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=7268444_80394060&job_id=20240411112100_7418052,,"✨正職職缺、免輪班

✨無經驗可、有工程師小組帶領

✨不限學歷、轉職及發展性佳

【工作時間】:周一~周五 日班09:00~18:00

【休假制度】:周休二日

【工作內容】:幫浦維修保養/客戶端機服務點檢、機台整理維修

【薪資待遇】:月薪32000起(依學經歷核薪)，彈性加班(加班費另計)

【特別需求】:竹南廣源園區廠內受訓約一個月，派駐至竹科配合廠商，須穿無塵衣

【公司福利】:勞健保、加班費、勞退提繳金、三節禮金(券)、職務補助

≡≡≡≡≡≡≡≡≡≡≡≡≡≡▶▷►◈◄◀◁≡≡≡≡≡≡≡≡≡≡≡≡≡≡
聯絡人: 嚴小姐

手機連絡: 0933357552 (同LINE ID)

**如電話沒接，可截圖加LINE留言呦**"
Yes123,20101228154445_16700606,CAD／CAM工程師,CAM工程師＊具相關經驗者佳＊(請先來電洽詢),岱竑企業股份有限公司,36000,45000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20101228154445_16700606&job_id=20101228181653_54628966,,"我們正在尋找工作夥伴
公司主要營業項目是1.機械零件加工 2. 模具開發 3.模具製作...等，要招募有 CNC 編程實務經驗的您，歡迎加入我們的團隊，一起成長茁壯。

【職務內容】
• 使用CAM技術生成NC加工程式及刀具明細表以支援CNC製程。
• CNC 加工製程安排、參數設定與調整
• 具 CNC 實際操作與編程經驗者佳
• 能獨立處理程式撰寫並解決加工問題

*薪資*歡迎面試時詳談*"
Yes123,20220627142349_80085141,產品維修人員,電梯維修工程師(需相關工作經驗),立詮電梯股份有限公司,45000,60000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20220627142349_80085141&job_id=20220628154001_3167252,,"1.電梯升降設備定期性保養。
2.電梯維修服務。

★有相關升降機證照者尤佳(無經驗可)"
Yes123,20150526162911_16950694,通訊／電信系統工程師,電信技術工程師/電信技術員 (周休二日),三鈺通信有限公司,32000,43000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20150526162911_16950694&job_id=20150527121751_28020887,,"1.電話系統安裝及維護
2.監視系統安裝及維護
3.電話,電腦,監視,無線AP線路工程
4.通信相關設備安裝及維護
5.大廠電信,光纖網路相關工程
誠徵電信相關工程有經驗技術人員, 無經驗亦可"
Yes123,20240202151226_87070449,機電技師／工程師,機電整合工程師(無經驗者需加入培訓),鼎浩科技有限公司,35000,70000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20240202151226_87070449&job_id=20240202163104_21712144,,"工作點以雙北為主，偶爾會下中部出差最常2星期。

1. 進行實地勘查，並記錄施工地點的各項特徵與細節。
2. 繪製、修改工程設計圖、施工圖或竣工圖。
3. 檢視工程設計圖、施工圖及相關資料，進行必要修正，以符合設計概念。
4. 協助主管進行估算報價及廠商詢價。
5. 編列工程報價單，並負責文件資料的歸檔與整理。"
