source_platform,original_job_id,job_title,original_job_title,company_name,min_salary,max_salary,is_negotiable,experience_years,job_url,skill_name,raw_job_description
518,L92dvx,水電工程師,【展店擴編】工程設計部-維修工程師(中南部),王品餐飲股份有限公司,40000,40000,1,4,https://www.518.com.tw/job-L92dvx.html,"AutoCAD,Excel",王品集團 誠徵【工程設計部-維修工程師(中南部)】 工作內容： 1.負責中南部門市簡易(機電/弱電)維修。 2.管理中南部門市一般維修與緊急叫修案件。 3.執行中南部門市定期巡檢。 4.協助主管督導維修廠商依計劃執行維修任務。 5.配合執行年度專案。 工作時間說明： 08:30~17:30 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 上班地點 台中市西區台灣大道2段218號29樓 地圖 上班時段 依公司規定 休假制度 依公司規定 職務類別 水電工程師 、電機技師／工程師 、機電技師／工程師
518,GV4334,水電工程師,【展店擴編】工程設計部-維修工程師(北部),王品餐飲股份有限公司,38000,49000,0,1,https://www.518.com.tw/job-GV4334.html,"AutoCAD,Excel","王品集團 誠徵【工程設計部-維修工程師(北部)】 工作內容： 1.負責北部(北北基桃竹宜)門市簡易(機電/弱電)維修。 2.管理北部門市一般維修與緊急叫修案件。 3.執行北部門市定期巡檢。 4.協助主管督導維修廠商依計劃執行維修任務。 5.配合執行年度專案。 工作時間說明： 08:30~17:30 職缺資訊 薪資待遇 月薪 38,000 至 49,000 元 (薪資依經驗資歷及績效核薪) 上班地點 台北市中山區中山北路二段162號9樓 地圖 #捷運民權西路站走路5分鐘 #捷運中山國小站走路6分鐘 上班時段 依公司規定 休假制度 週休二日 職務類別 水電工程師 、電機技師／工程師 、機電技師／工程師"
518,GjZk63,軟體設計工程師,【研發部】研發工程師,數字科技股份有限公司,58333,83333,0,3,https://www.518.com.tw/job-GjZk63.html,"AWS,Docker,GCP,Git,HTML,JavaScript,Kubernetes,Linux,MySQL,NoSQL,PHP,Python,SQL,Vue","我們的研發團隊正在尋找充滿熱情與創新的研發工程師！如果你對於新技術研發充滿好奇，看到問題就想寫程式來解決，那麼這個機會正是為你量身打造的。 研發部任務： 功能創新：積極參與功能規劃與創新，不斷推動技術進步。 流程改善：工作流程改善，移除多餘階段。 性能提升：致力於系統效能優化，確保使用者獲得最佳體驗。 系統維護：持續優化與維護現有內部系統架構，保障系統穩定。 「研發部在幹嘛」簡報 https://gamma.app/docs/-km76anm6whz1jjb 「後端工程師」真實日常： https://reurl.cc/4bxM1L 獎勵機制： 年終績效分紅獎金，每年調薪。 我們在用的 Tech Stack： 後端：PHP (Laravel) 前端：Vue 資料：MariaDB/MySQL、Redis、BigQuery 版控：git Serv：Nginx、Linux、Docker、Kubernetes 雲端：AWS、GCP 我們期待你的加入，如果你具備： CS 知識有一定的理解。 兩年以上程式開發經驗，熟悉 PHP。 理解 MVC 架構，特別是 Laravel 框架。 SQL資料庫。 Linux 操作。 git、Docker。 善用 AI 工具。 加分條件： 大學／研究所畢業資工／電機／資管相關科系 對程式語言沒有限制，會另外一種程式語言 python，javascript        ，或其他程式語言。 喜歡自己研究新技術，看到問題就想用程式解。 ** 利用 AI 工具加速工作流。** 參與技術社群與活動。 研發工程師成長 Roadmap： -初階/初心 *依據研發專案需求，進行新技術的研究、開發與測試 *設計並執行實驗，驗證技術方案與產品概念的可行性 *與跨部門團隊協作，參與技術評估與需求分析 *撰寫及維護技術文件與報告 -中階/實踐 具備初階工程師所需能力，並額外具備 *針對產品或系統架構提出技術方案與創新構想，並協助團隊落地實現 *負責產品與系統的性能分析及優化 *主導跨部門協作，推動研發計畫如期達成目標 -高階/賦能 具備中階工程師所需能力，並額外具備 *指導團隊成員與新進同仁，協助提升技術能力與專業素養 *持續關注並研究前沿技術趨勢，發掘具商業價值的技術方向 *推動創新產品或技術的開發與落地 我們提供豐富的資源與指導，幫助你在成長路上不斷進步。如果你準備好迎接挑戰加入我們的研發團隊，歡迎來聊聊！ 公司 LinkedIn ： https://www.linkedin.com/company/addcntw 【 夥伴福利 】 • 你/妳可以申請公費買進修相關的書藉、課程 • 每年學習進修補助 1 萬元 • 視表現調薪(正常情況一年至少1次) • 定期國內／國外員工旅遊，澳洲、泰國、日本、新加玻、馬來西亞 • 生日禮金、三節禮金、年終績效分紅獎金，希望我們的成長可以分享給你/妳更多 • 基本的勞保、健保、眷屬團保，一定要有，另有結婚補助、生育補助 • 週休二日，颱風假、政府放假，女員工生理假、產假，男員工陪產假！ • 重視每位員工的健康狀況，定期免費員工健康檢查 • 扁平化制度，每個人都能做好自我管理、簡單直效的溝通 • 舒適的工作環境，免費的零食、飲料供應 • 擁有開心的工作氣氛及不定期的下午茶 • 我們喜愛運動，籃球社、羽球社，自行報名參加，並有定期大型運動會比賽！ 職缺特色 獎金分紅機制 準時上下班 週休二日 職缺資訊 薪資待遇 年薪 700,000 至 1,000,000 元 (薪資依經驗資歷及績效核薪) 支薪方式 匯款 發薪資日 每月5日 上班地點 新北市三重區重新路五段609巷12號10樓 地圖 #捷運先嗇宮站走路5分鐘 上班園區 湯城園區 上班時段 09:00-18:00 休假制度 週休二日 職務類別 軟體設計工程師 、Internet程式設計師 、資料庫管理人員"
518,Lrb9l9,工務人員／助理,【展店擴編】工程設計部-展店工程師(北部),王品餐飲股份有限公司,40000,40000,1,4,https://www.518.com.tw/job-Lrb9l9.html,"AutoCAD,Excel",王品集團 誠徵【工程設計部-展店工程師(北部)】 工作內容： 1.主要負責北部品牌新展店工程及既有店改裝工程。 2.執行北部店鋪的巡檢工作。 3.支援大型或專案展店計畫。 工作時間說明： 08:30~17:30 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 上班地點 台北市中山區中山北路二段162號9樓 地圖 #捷運民權西路站走路5分鐘 #捷運中山國小站走路6分鐘 上班時段 依公司規定 休假制度 依公司規定 職務類別 工務人員／助理 、營造工程師 、工地監工／主任
518,y5aA8e,工務人員／助理,【展店擴編】工程設計部-展店工程師(中南部),王品餐飲股份有限公司,40000,40000,1,2,https://www.518.com.tw/job-y5aA8e.html,"AutoCAD,Excel",王品集團 誠徵【工程設計部-展店工程師(中南部)】 工作內容： 1.主要負責中南部品牌新展店工程及既有店改裝工程。 2.執行中南部店鋪的巡檢工作。 3.支援大型或專案展店計畫。 工作時間說明： 08:30~17:30 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 上班地點 台中市西區台灣大道2段218號29樓 地圖 上班時段 依公司規定 休假制度 週休二日 職務類別 工務人員／助理 、營造工程師 、工地監工／主任
518,GQPXam,水電工程師,石二鍋 12MINI-展店維修工程師,王品餐飲股份有限公司,40000,40000,1,1,https://www.518.com.tw/job-GQPXam.html,Excel,王品集團 誠徵【石二鍋&12MINI-展店維修工程師】 工作內容： 1. 新開店設計、規劃、發包管理 2. 工程成本品質工期的管理及協調 3. 專案分析及工程研發 4. 餐廳維修保養設備巡查管理 5. 餐廳工程技術評估及建築法令評估 6. 餐廳設計管理 7. 設備管理 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 上班地點 台中市西區民龍里台灣大道2段218號29樓 地圖 上班時段 日班 休假制度 依公司規定 職務類別 水電工程師 、工地監工／主任 、工務人員／助理
518,GZQgxK,MIS程式設計師,資訊部-ERP系統程式開發工程師,王品餐飲股份有限公司,40000,40000,1,5,https://www.518.com.tw/job-GZQgxK.html,"ERP,Excel",王品集團 誠徵【資訊部-ERP系統程式開發工程師】 ◎工作內容 1.負責公司 ERP 系統之開發、客製化、維護與優化。 2.與內部需求單位（採購、生產、財務、物流、營運..等）進行需求溝通與功能規劃。 3.進行 ERP 系統流程分析，協助優化既有作業流程並提升系統使用效率。 4.配合專案需求進行系統模組開發、報表開發與系統整合。 5.協助 ERP 系統問題排除、效能調校與日常維運支援。 6.撰寫系統相關技術文件與使用說明文件。 7.配合資訊部主管與專案需求，參與系統升級或新模組導入專案。 工作時間說明： 08:30~17:30 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 上班地點 台中市西區民龍里台灣大道2段218號29樓 地圖 上班時段 依公司規定 休假制度 週休二日 職務類別 MIS程式設計師 、軟體設計工程師
518,GQdMdQ,軟體設計工程師,雲端平台IT工程師,恒順創意空間,40000,40000,1,1,https://www.518.com.tw/job-GQdMdQ.html,"AWS,CI/CD,Kubernetes,Linux","我們正在尋找一位 **雲端平台 IT 工程師**，如果你熟悉 AWS 與容器化技術，喜歡優化架構、提升系統穩定性與可用性，歡迎加入我們。 工作內容： 1. 使用 AWS 服務（如 EC2、S3 等）進行雲端基礎建設部署與管理 2. 操作與維運 Kubernetes 容器平台（以 EKS 為主） 3. 建置與管理 DNS、API Gateway 等網域與網關服務 4. 串接 CI/CD 自動化流程 5. 設計監控機制並進行故障排除 6. 優化雲端資源與服務效能，提升系統可用性與擴充性 必備條件： 1. 熟悉 AWS 雲端服務（EC2、S3 等） 2. 具備 Kubernetes 操作與維運經驗 3.了解 CI/CD 自動化流程 4. 熟悉 Linux 系統操作 5.具備基本網路概念（DNS、Load Balancer 等） 6.1年以上相關經驗 職缺特色 準時上下班 週休二日 無需輪班 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 支薪方式 領現 發薪資日 每月10日 上班地點 台中市南屯區大墩11街156號 地圖 上班時段 日班 / 09:00-18:00

                 有空班：中午休息一小時 休假制度 週休二日 職務類別 軟體設計工程師 、網路管理工程師 、系統維護／操作人員"
518,Lg3DDJ,工務人員／助理,視聽工程師,恩可視聽科技有限公司,36000,55000,0,0,https://www.518.com.tw/job-Lg3DDJ.html,,"※公司地點位於安坑輕軌站，歡迎居住在新北市南邊(如-新店、安坑、木柵、華城、烏來、中永和、土城、樹林、板橋、三峽一帶者)來應徵，若是居住太遠，無法克服準時上班時間者，請慎重考慮。 【工程師-職務內容】 ※徵求有相關專業技術工作經驗之、專業舞台音響工程技師、及視訊投影工程技師。 ※或學習過電子/ 電機 / 資訊 / 電工 / 控制 / 傳播 / 廣電相關科系。 在各式會場(會議、晚宴、活動)中，操作影音控制的。 視聽專業舞台專業音響設備，錄音錄影器材，網路資通訊，及視訊會議畫面合成整合。 1. 商業活動、國際會議、之會場執行器材架設:專業舞臺音響，國際會議會場中，操作同步口譯設備，會議麥克風系統，視訊投影機設備...等視聽機器。 網路資通設備之設定、安裝、操作、及控場之技術工程師及助理。 公司需要現場的 Audio mixer 與 Video mixer 技術人才，及網路資訊相關工程師，直播及轉播設備技術。 2. 國際會議的場合、音樂會、影音節目錄製、現場多軌收音、多軌同步錄音、與現場單機錄影、及多機攝錄影、影片後製作剪接，網路通訊直播之網路資訊工程師及助理。 需要學習影片簡易後製順剪，錄音檔案順剪。 3. 能開公司的""手排""3.5t貨車、及會開""自排""2.4噸貨車者，尤佳。 【薪資待遇】 ※享基本勞健保。生日禮金/三節獎金(春節、端午、中秋) ※公司皆提供飲料、點心、零食等免費取用 ※公司不定期聚餐(一季一次) ※有獎金制度(領班、早鳥、駕駛、出差) ※比照勞基法加班給付，假日為4小時一班後算加班費。 ※每月紅字(人事行政總處公布之行事曆)為休假天數。 ※特休假(按勞基法規定) ◆ 工程師(有技術操作、有專業技能…等) 月薪 32,000 至 55,000 元，需面議。 ※需要說明專長項目:PA、燈光、視訊、導播…等。 ※有劇場技術工作經驗，或是舞臺幕後工程經驗者尤佳。 ※舞台音響助理、錄音錄影助理、網路通訊、徵求工程技術助理。 【注意事項】 1.全工作環境禁菸 !! *** 包含不可抽菸! 2.工作場合為正式場合(宴會廳、國際會議廳、音樂廳…等)，嚴禁吃檳榔及抽煙。 3.工作中不滑手機，專心於會場執行任務。 4.服裝穿著必須標準黑衣黑褲，或是深色服裝，室內不可帶帽。 *** 請求職者瞭解，這＂不是＂安穩待在個人音樂工作室內，或錄音室內的工作性質 *** 而是需要帶著大批專業器材，設備，與國外及客戶各組技術人員，到各場地，作商業活動、音樂會、國際會議。 不論是到大小型會議中心空間，音樂會場、舞臺演出、巡迴、國際會議中心、飯店宴會廳、會議室，各學院音樂廳，禮堂，教會，甚至外景....等，都是我們的工作領域。 這是實際外出，與團隊一起到現場工作，配合國內外演講者，或各式音樂、戲劇表演團體、國際論壇、商夜晚宴演出、實戰現場影音視聽技術工程性質的工作，請考量。 *** 若是想從事音樂編曲相關工作的人，請 ""不用"" 來應徵 *** 因為我們是培養，幕後的專業影音技術演出的專業工程技師，及專業工程助理 而 ""不是"" 音樂編曲及幕前表演藝人，請你知悉。 因我們是團隊工作，個人工作室者，也請不用來面試了。 有音樂背景，對我們的現場音控工程，及視訊工程，混音及現場錄音，舞臺音響演出的工作，甚至是各式型態多機錄影的助理導播工作，當然是加分。 但!!我們不是音樂編曲的工作室，也不是音樂教室。 是培養!!(專業視聽影音工程師)的公司，請知悉。 若您不怕辛苦，很有熱忱，歡迎來挑戰，享受成就感!!期待您的加入~ 【關於我們｜網站】 (1) http://www.gmps.com.tw/index/ (2) http://www.taiwan-meeting.com/index/ 職缺特色 定期加薪 交通津貼 伙食津貼 週休二日 免經驗可 職缺資訊 薪資待遇 月薪 36,000 至 55,000 元 (薪資依經驗資歷及績效核薪) 支薪方式 匯款 發薪資日 每月5日 上班地點 新北市新店區安興路5號B2-15 商辦區 地圖 上班時段 日班、晚班、假日班 / 09:00-17:30 排班制度 排班制，每週更新班表 休假制度 週休二日，排班制度 保障周休二日 員工制服 公司提供 職務類別 工務人員／助理 、電信／通訊系統工程師 、電子工程師"
518,LgQZZB,軟體設計工程師,C#後端工程師,恒順創意空間,40000,40000,1,1,https://www.518.com.tw/job-LgQZZB.html,"C#,C語言,Git,MySQL","我們正在尋找一位 **C# 後端工程師**，如果你希望在穩定制度下工作，同時保有彈性與生活品質，歡迎加入我們。 工作內容： 1. 使用 C# 開發與維護後端系統 2. 設計與開發 RESTful Web API 3. 與前端工程師協作串接 API 4. 優化系統效能與資料庫查詢 5. 參與系統架構優化與技術討論 必備條件： 1. 熟悉 .NET Core 或 .NET Framework 2. 熟悉 ASP.NET Core Web API 開發 3. 熟悉 MSSQL 或 MySQL 4. 具備 Git 版本控制觀念 5. 具備 1 年以上相關開發經驗 職缺特色 準時上下班 週休二日 無需輪班 職缺資訊 薪資待遇 面議 (每月經常性薪資達四萬以上) (薪資依經驗資歷及績效核薪) 支薪方式 領現 發薪資日 每月10日 上班地點 台中市南屯區大墩11街156號 地圖 上班時段 日班 / 09:00-18:00

                 有空班：中午休息一小時 休假制度 週休二日 職務類別 軟體設計工程師 、Internet程式設計師 、其它資訊專業人員"
